# timeseries-10min - file con shifting in base al fuso orario.
let Lambda[162,3]:= 
22.62159 ;
let Lambda[162,4]:= 
20.62250 ;
let Lambda[163,6]:= 
165.01289 ;
let Lambda[163,7]:= 
130.17453 ;
let Lambda[163,8]:= 
125.93175 ;
let Lambda[163,9]:= 
123.73619 ;
let Lambda[163,10]:= 
121.82605 ;
let Lambda[163,11]:= 
90.68789 ;
let Lambda[163,12]:= 
106.80015 ;
let Lambda[163,13]:= 
115.06251 ;
let Lambda[163,14]:= 
121.33096 ;
let Lambda[163,15]:= 
137.25052 ;
let Lambda[163,16]:= 
131.04457 ;
let Lambda[163,17]:= 
180.44819 ;
let Lambda[163,18]:= 
171.26718 ;
let Lambda[163,19]:= 
177.90228 ;
let Lambda[163,20]:= 
189.57466 ;
let Lambda[163,21]:= 
212.46132 ;
let Lambda[163,22]:= 
249.57523 ;
let Lambda[163,23]:= 
254.69317 ;
let Lambda[163,24]:= 
231.91218 ;
let Lambda[163,1]:= 
8.88592 ;
let Lambda[163,2]:= 
8.88592 ;
let Lambda[163,3]:= 
9.58396 ;
let Lambda[163,4]:= 
8.75390 ;
let Lambda[163,5]:= 
7.98031 ;
let Lambda[164,5]:= 
153.17032 ;
let Lambda[164,6]:= 
140.29672 ;
let Lambda[164,7]:= 
104.24600 ;
let Lambda[164,8]:= 
122.79145 ;
let Lambda[164,9]:= 
99.21138 ;
let Lambda[164,10]:= 
88.77271 ;
let Lambda[164,11]:= 
86.67540 ;
let Lambda[164,12]:= 
107.60329 ;
let Lambda[164,13]:= 
111.42202 ;
let Lambda[164,14]:= 
127.34942 ;
let Lambda[164,15]:= 
133.46003 ;
let Lambda[164,16]:= 
147.58252 ;
let Lambda[164,17]:= 
157.32365 ;
let Lambda[164,18]:= 
147.11997 ;
let Lambda[164,19]:= 
182.90147 ;
let Lambda[164,20]:= 
181.78788 ;
let Lambda[164,21]:= 
250.92850 ;
let Lambda[164,22]:= 
227.39568 ;
let Lambda[164,23]:= 
187.94888 ;
let Lambda[164,24]:= 
202.08091 ;
let Lambda[164,1]:= 
50.52022 ;
let Lambda[164,2]:= 
54.48888 ;
let Lambda[164,3]:= 
49.76963 ;
let Lambda[164,4]:= 
45.37145 ;
let Lambda[165,5]:= 
70.74809 ;
let Lambda[165,6]:= 
57.04920 ;
let Lambda[165,7]:= 
57.18823 ;
let Lambda[165,8]:= 
55.69786 ;
let Lambda[165,9]:= 
48.74990 ;
let Lambda[165,10]:= 
45.18278 ;
let Lambda[165,11]:= 
45.32727 ;
let Lambda[165,12]:= 
46.55196 ;
let Lambda[165,13]:= 
45.60926 ;
let Lambda[165,14]:= 
60.58081 ;
let Lambda[165,15]:= 
55.61689 ;
let Lambda[165,16]:= 
74.47656 ;
let Lambda[165,17]:= 
67.69947 ;
let Lambda[165,18]:= 
71.69054 ;
let Lambda[165,19]:= 
85.33400 ;
let Lambda[165,20]:= 
82.13610 ;
let Lambda[165,21]:= 
112.61260 ;
let Lambda[165,22]:= 
96.08431 ;
let Lambda[165,23]:= 
80.53063 ;
let Lambda[165,24]:= 
92.39666 ;
let Lambda[165,1]:= 
23.57057 ;
let Lambda[165,2]:= 
25.42218 ;
let Lambda[165,3]:= 
23.22038 ;
let Lambda[165,4]:= 
21.16838 ;
let Lambda[166,6]:= 
245.70606 ;
let Lambda[166,7]:= 
212.31608 ;
let Lambda[166,8]:= 
159.49286 ;
let Lambda[166,9]:= 
166.89815 ;
let Lambda[166,10]:= 
175.69594 ;
let Lambda[166,11]:= 
124.84396 ;
let Lambda[166,12]:= 
135.49328 ;
let Lambda[166,13]:= 
137.67377 ;
let Lambda[166,14]:= 
154.30226 ;
let Lambda[166,15]:= 
171.93868 ;
let Lambda[166,16]:= 
213.73512 ;
let Lambda[166,17]:= 
211.94696 ;
let Lambda[166,18]:= 
242.70653 ;
let Lambda[166,19]:= 
267.17036 ;
let Lambda[166,20]:= 
245.15809 ;
let Lambda[166,21]:= 
283.79373 ;
let Lambda[166,22]:= 
390.58884 ;
let Lambda[166,23]:= 
353.86551 ;
let Lambda[166,24]:= 
310.55094 ;
let Lambda[166,1]:= 
18.34897 ;
let Lambda[166,2]:= 
18.34897 ;
let Lambda[166,3]:= 
19.79039 ;
let Lambda[166,4]:= 
18.07636 ;
let Lambda[166,5]:= 
16.47894 ;
let Lambda[167,24]:= 
8.42216 ;
let Lambda[167,1]:= 
3.60944 ;
let Lambda[167,2]:= 
3.21245 ;
let Lambda[167,3]:= 
3.18833 ;
let Lambda[167,4]:= 
2.95973 ;
let Lambda[167,5]:= 
2.51457 ;
let Lambda[167,6]:= 
2.67099 ;
let Lambda[167,7]:= 
2.74316 ;
let Lambda[167,8]:= 
2.94770 ;
let Lambda[167,9]:= 
3.50119 ;
let Lambda[167,10]:= 
3.63356 ;
let Lambda[167,11]:= 
4.22307 ;
let Lambda[167,12]:= 
4.28327 ;
let Lambda[167,13]:= 
4.58403 ;
let Lambda[167,14]:= 
4.88480 ;
let Lambda[167,15]:= 
5.36612 ;
let Lambda[167,16]:= 
6.70162 ;
let Lambda[167,17]:= 
6.01583 ;
let Lambda[167,18]:= 
5.37814 ;
let Lambda[167,19]:= 
5.66688 ;
let Lambda[167,20]:= 
5.66688 ;
let Lambda[167,21]:= 
6.11205 ;
let Lambda[167,22]:= 
5.58269 ;
let Lambda[167,23]:= 
5.08934 ;
let Lambda[168,4]:= 
126.61535 ;
let Lambda[168,5]:= 
98.05290 ;
let Lambda[168,6]:= 
88.19687 ;
let Lambda[168,7]:= 
82.92748 ;
let Lambda[168,8]:= 
86.39062 ;
let Lambda[168,9]:= 
75.57692 ;
let Lambda[168,10]:= 
78.73471 ;
let Lambda[168,11]:= 
76.10544 ;
let Lambda[168,12]:= 
83.48391 ;
let Lambda[168,13]:= 
94.10037 ;
let Lambda[168,14]:= 
103.95868 ;
let Lambda[168,15]:= 
112.28151 ;
let Lambda[168,16]:= 
111.40659 ;
let Lambda[168,17]:= 
120.55413 ;
let Lambda[168,18]:= 
148.22750 ;
let Lambda[168,19]:= 
164.38370 ;
let Lambda[168,20]:= 
205.29488 ;
let Lambda[168,21]:= 
158.20832 ;
let Lambda[168,22]:= 
163.19789 ;
let Lambda[168,23]:= 
170.32178 ;
let Lambda[168,24]:= 
173.59720 ;
let Lambda[168,1]:= 
67.12171 ;
let Lambda[168,2]:= 
61.30834 ;
let Lambda[168,3]:= 
55.89048 ;
let Lambda[169,24]:= 
77.84848 ;
let Lambda[169,1]:= 
32.11423 ;
let Lambda[169,2]:= 
28.58213 ;
let Lambda[169,3]:= 
28.36749 ;
let Lambda[169,4]:= 
26.33360 ;
let Lambda[169,5]:= 
22.37283 ;
let Lambda[169,6]:= 
23.76463 ;
let Lambda[169,7]:= 
24.40672 ;
let Lambda[169,8]:= 
26.22658 ;
let Lambda[169,9]:= 
31.15110 ;
let Lambda[169,10]:= 
32.32887 ;
let Lambda[169,11]:= 
37.57383 ;
let Lambda[169,12]:= 
38.10951 ;
let Lambda[169,13]:= 
40.78549 ;
let Lambda[169,14]:= 
43.46147 ;
let Lambda[169,15]:= 
47.74390 ;
let Lambda[169,16]:= 
59.62622 ;
let Lambda[169,17]:= 
53.52454 ;
let Lambda[169,18]:= 
47.85092 ;
let Lambda[169,19]:= 
50.41989 ;
let Lambda[169,20]:= 
50.41989 ;
let Lambda[169,21]:= 
54.38066 ;
let Lambda[169,22]:= 
49.67078 ;
let Lambda[169,23]:= 
45.28134 ;
let Lambda[170,6]:= 
80.82137 ;
let Lambda[170,7]:= 
64.82899 ;
let Lambda[170,8]:= 
50.55508 ;
let Lambda[170,9]:= 
59.44698 ;
let Lambda[170,10]:= 
55.18475 ;
let Lambda[170,11]:= 
39.57228 ;
let Lambda[170,12]:= 
43.40473 ;
let Lambda[170,13]:= 
42.70053 ;
let Lambda[170,14]:= 
52.94359 ;
let Lambda[170,15]:= 
58.09349 ;
let Lambda[170,16]:= 
56.56064 ;
let Lambda[170,17]:= 
67.18166 ;
let Lambda[170,18]:= 
70.33751 ;
let Lambda[170,19]:= 
79.19714 ;
let Lambda[170,20]:= 
80.21546 ;
let Lambda[170,21]:= 
90.87312 ;
let Lambda[170,22]:= 
113.48928 ;
let Lambda[170,23]:= 
92.61425 ;
let Lambda[170,24]:= 
95.67666 ;
let Lambda[170,1]:= 
13.57101 ;
let Lambda[170,2]:= 
13.57101 ;
let Lambda[170,3]:= 
14.63709 ;
let Lambda[170,4]:= 
13.36938 ;
let Lambda[170,5]:= 
12.18792 ;
let Lambda[171,6]:= 
136.52208 ;
let Lambda[171,7]:= 
132.18048 ;
let Lambda[171,8]:= 
105.43434 ;
let Lambda[171,9]:= 
104.64258 ;
let Lambda[171,10]:= 
103.27506 ;
let Lambda[171,11]:= 
80.79188 ;
let Lambda[171,12]:= 
87.66345 ;
let Lambda[171,13]:= 
92.87512 ;
let Lambda[171,14]:= 
106.92886 ;
let Lambda[171,15]:= 
113.70122 ;
let Lambda[171,16]:= 
126.78732 ;
let Lambda[171,17]:= 
131.30819 ;
let Lambda[171,18]:= 
147.97803 ;
let Lambda[171,19]:= 
158.36879 ;
let Lambda[171,20]:= 
165.38435 ;
let Lambda[171,21]:= 
172.41091 ;
let Lambda[171,22]:= 
247.73361 ;
let Lambda[171,23]:= 
224.46082 ;
let Lambda[171,24]:= 
200.66789 ;
let Lambda[171,1]:= 
25.45124 ;
let Lambda[171,2]:= 
25.45124 ;
let Lambda[171,3]:= 
27.45059 ;
let Lambda[171,4]:= 
25.07311 ;
let Lambda[171,5]:= 
22.85738 ;
let Lambda[172,17]:= 
222.58469 ;
let Lambda[172,18]:= 
159.58723 ;
let Lambda[172,19]:= 
146.61671 ;
let Lambda[172,20]:= 
136.42095 ;
let Lambda[172,21]:= 
143.52515 ;
let Lambda[172,22]:= 
129.11070 ;
let Lambda[172,23]:= 
116.82519 ;
let Lambda[172,24]:= 
138.23975 ;
let Lambda[172,1]:= 
110.70989 ;
let Lambda[172,2]:= 
131.49768 ;
let Lambda[172,3]:= 
136.46940 ;
let Lambda[172,4]:= 
158.60984 ;
let Lambda[172,5]:= 
160.87111 ;
let Lambda[172,6]:= 
172.16720 ;
let Lambda[172,7]:= 
183.46329 ;
let Lambda[172,8]:= 
201.54062 ;
let Lambda[172,9]:= 
251.69927 ;
let Lambda[172,10]:= 
225.94234 ;
let Lambda[172,11]:= 
201.99237 ;
let Lambda[172,12]:= 
212.83672 ;
let Lambda[172,13]:= 
212.83672 ;
let Lambda[172,14]:= 
229.55627 ;
let Lambda[172,15]:= 
209.67453 ;
let Lambda[172,16]:= 
191.14545 ;
let Lambda[173,6]:= 
65.95688 ;
let Lambda[173,7]:= 
48.62769 ;
let Lambda[173,8]:= 
50.25988 ;
let Lambda[173,9]:= 
49.88245 ;
let Lambda[173,10]:= 
47.16350 ;
let Lambda[173,11]:= 
37.51986 ;
let Lambda[173,12]:= 
39.46702 ;
let Lambda[173,13]:= 
43.31507 ;
let Lambda[173,14]:= 
44.40973 ;
let Lambda[173,15]:= 
50.21248 ;
let Lambda[173,16]:= 
55.79554 ;
let Lambda[173,17]:= 
59.34173 ;
let Lambda[173,18]:= 
67.63367 ;
let Lambda[173,19]:= 
71.71872 ;
let Lambda[173,20]:= 
77.83954 ;
let Lambda[173,21]:= 
80.84522 ;
let Lambda[173,22]:= 
89.31578 ;
let Lambda[173,23]:= 
80.17590 ;
let Lambda[173,24]:= 
77.91003 ;
let Lambda[173,1]:= 
4.10463 ;
let Lambda[173,2]:= 
4.10463 ;
let Lambda[173,3]:= 
4.42708 ;
let Lambda[173,4]:= 
4.04365 ;
let Lambda[173,5]:= 
3.68631 ;
let Lambda[174,17]:= 
228.51981 ;
let Lambda[174,18]:= 
219.16527 ;
let Lambda[174,19]:= 
180.19851 ;
let Lambda[174,20]:= 
193.59543 ;
let Lambda[174,21]:= 
164.31087 ;
let Lambda[174,22]:= 
136.68900 ;
let Lambda[174,23]:= 
142.10316 ;
let Lambda[174,24]:= 
163.39227 ;
let Lambda[174,1]:= 
144.89236 ;
let Lambda[174,2]:= 
172.09853 ;
let Lambda[174,3]:= 
178.60529 ;
let Lambda[174,4]:= 
207.58176 ;
let Lambda[174,5]:= 
210.54121 ;
let Lambda[174,6]:= 
225.32505 ;
let Lambda[174,7]:= 
240.10889 ;
let Lambda[174,8]:= 
263.76774 ;
let Lambda[174,9]:= 
329.41322 ;
let Lambda[174,10]:= 
295.70365 ;
let Lambda[174,11]:= 
264.35895 ;
let Lambda[174,12]:= 
278.55157 ;
let Lambda[174,13]:= 
278.55157 ;
let Lambda[174,14]:= 
300.43340 ;
let Lambda[174,15]:= 
274.41304 ;
let Lambda[174,16]:= 
250.16298 ;
let Lambda[175,24]:= 
52.19858 ;
let Lambda[175,1]:= 
23.12812 ;
let Lambda[175,2]:= 
20.58436 ;
let Lambda[175,3]:= 
20.42978 ;
let Lambda[175,4]:= 
18.96500 ;
let Lambda[175,5]:= 
16.11252 ;
let Lambda[175,6]:= 
17.11488 ;
let Lambda[175,7]:= 
17.57730 ;
let Lambda[175,8]:= 
18.88793 ;
let Lambda[175,9]:= 
22.43449 ;
let Lambda[175,10]:= 
23.28270 ;
let Lambda[175,11]:= 
27.06002 ;
let Lambda[175,12]:= 
27.44582 ;
let Lambda[175,13]:= 
29.37301 ;
let Lambda[175,14]:= 
31.30021 ;
let Lambda[175,15]:= 
34.38434 ;
let Lambda[175,16]:= 
42.94178 ;
let Lambda[175,17]:= 
38.54746 ;
let Lambda[175,18]:= 
34.46141 ;
let Lambda[175,19]:= 
36.31154 ;
let Lambda[175,20]:= 
36.31154 ;
let Lambda[175,21]:= 
39.16402 ;
let Lambda[175,22]:= 
35.77205 ;
let Lambda[175,23]:= 
32.61084 ;
let Lambda[176,23]:= 
183.12558 ;
let Lambda[176,24]:= 
144.26690 ;
let Lambda[176,1]:= 
94.15971 ;
let Lambda[176,2]:= 
93.45262 ;
let Lambda[176,3]:= 
86.75225 ;
let Lambda[176,4]:= 
73.70406 ;
let Lambda[176,5]:= 
78.28916 ;
let Lambda[176,6]:= 
80.40443 ;
let Lambda[176,7]:= 
86.39970 ;
let Lambda[176,8]:= 
102.62281 ;
let Lambda[176,9]:= 
106.50282 ;
let Lambda[176,10]:= 
123.78156 ;
let Lambda[176,11]:= 
125.54629 ;
let Lambda[176,12]:= 
134.36193 ;
let Lambda[176,13]:= 
143.17758 ;
let Lambda[176,14]:= 
157.28541 ;
let Lambda[176,15]:= 
196.42999 ;
let Lambda[176,16]:= 
176.32888 ;
let Lambda[176,17]:= 
157.63795 ;
let Lambda[176,18]:= 
166.10105 ;
let Lambda[176,19]:= 
166.10105 ;
let Lambda[176,20]:= 
179.14925 ;
let Lambda[176,21]:= 
163.63323 ;
let Lambda[176,22]:= 
149.17285 ;
let Lambda[177,4]:= 
122.51236 ;
let Lambda[177,5]:= 
110.30357 ;
let Lambda[177,6]:= 
97.23679 ;
let Lambda[177,7]:= 
89.08300 ;
let Lambda[177,8]:= 
80.97310 ;
let Lambda[177,9]:= 
78.30821 ;
let Lambda[177,10]:= 
82.40235 ;
let Lambda[177,11]:= 
80.63684 ;
let Lambda[177,12]:= 
91.79693 ;
let Lambda[177,13]:= 
111.07147 ;
let Lambda[177,14]:= 
113.15585 ;
let Lambda[177,15]:= 
131.51396 ;
let Lambda[177,16]:= 
129.64906 ;
let Lambda[177,17]:= 
124.07701 ;
let Lambda[177,18]:= 
136.48295 ;
let Lambda[177,19]:= 
151.49291 ;
let Lambda[177,20]:= 
191.14635 ;
let Lambda[177,21]:= 
192.59645 ;
let Lambda[177,22]:= 
167.48531 ;
let Lambda[177,23]:= 
161.63321 ;
let Lambda[177,24]:= 
153.38662 ;
let Lambda[177,1]:= 
55.14534 ;
let Lambda[177,2]:= 
50.36923 ;
let Lambda[177,3]:= 
45.91807 ;
let Lambda[178,6]:= 
21.85740 ;
let Lambda[178,7]:= 
20.56337 ;
let Lambda[178,8]:= 
16.52483 ;
let Lambda[178,9]:= 
17.81156 ;
let Lambda[178,10]:= 
16.37080 ;
let Lambda[178,11]:= 
14.60393 ;
let Lambda[178,12]:= 
14.77375 ;
let Lambda[178,13]:= 
15.47637 ;
let Lambda[178,14]:= 
16.63035 ;
let Lambda[178,15]:= 
19.36569 ;
let Lambda[178,16]:= 
22.10766 ;
let Lambda[178,17]:= 
25.46077 ;
let Lambda[178,18]:= 
26.06067 ;
let Lambda[178,19]:= 
26.62285 ;
let Lambda[178,20]:= 
27.28886 ;
let Lambda[178,21]:= 
32.35221 ;
let Lambda[178,22]:= 
35.58509 ;
let Lambda[178,23]:= 
31.61085 ;
let Lambda[178,24]:= 
28.55756 ;
let Lambda[178,1]:= 
1.88067 ;
let Lambda[178,2]:= 
1.88067 ;
let Lambda[178,3]:= 
2.02840 ;
let Lambda[178,4]:= 
1.85272 ;
let Lambda[178,5]:= 
1.68900 ;
let Lambda[179,23]:= 
49.94093 ;
let Lambda[179,24]:= 
39.08647 ;
let Lambda[179,1]:= 
23.43580 ;
let Lambda[179,2]:= 
23.25981 ;
let Lambda[179,3]:= 
21.59213 ;
let Lambda[179,4]:= 
18.34451 ;
let Lambda[179,5]:= 
19.48571 ;
let Lambda[179,6]:= 
20.01219 ;
let Lambda[179,7]:= 
21.50438 ;
let Lambda[179,8]:= 
25.54222 ;
let Lambda[179,9]:= 
26.50793 ;
let Lambda[179,10]:= 
30.80851 ;
let Lambda[179,11]:= 
31.24774 ;
let Lambda[179,12]:= 
33.44190 ;
let Lambda[179,13]:= 
35.63607 ;
let Lambda[179,14]:= 
39.14742 ;
let Lambda[179,15]:= 
48.89028 ;
let Lambda[179,16]:= 
43.88723 ;
let Lambda[179,17]:= 
39.23517 ;
let Lambda[179,18]:= 
41.34158 ;
let Lambda[179,19]:= 
41.34158 ;
let Lambda[179,20]:= 
44.58920 ;
let Lambda[179,21]:= 
40.72736 ;
let Lambda[179,22]:= 
37.12825 ;
let Lambda[180,1]:= 
182.83897 ;
let Lambda[180,2]:= 
170.34427 ;
let Lambda[180,3]:= 
144.17704 ;
let Lambda[180,4]:= 
162.27193 ;
let Lambda[180,5]:= 
142.42077 ;
let Lambda[180,6]:= 
112.85541 ;
let Lambda[180,7]:= 
119.87609 ;
let Lambda[180,8]:= 
129.46113 ;
let Lambda[180,9]:= 
132.29494 ;
let Lambda[180,10]:= 
163.61553 ;
let Lambda[180,11]:= 
176.52638 ;
let Lambda[180,12]:= 
207.11953 ;
let Lambda[180,13]:= 
206.10877 ;
let Lambda[180,14]:= 
190.88772 ;
let Lambda[180,15]:= 
235.05396 ;
let Lambda[180,16]:= 
273.11174 ;
let Lambda[180,17]:= 
291.47068 ;
let Lambda[180,18]:= 
297.82864 ;
let Lambda[180,19]:= 
271.23550 ;
let Lambda[180,20]:= 
251.71138 ;
let Lambda[180,21]:= 
272.68733 ;
let Lambda[180,22]:= 
302.59239 ;
let Lambda[180,23]:= 
281.55112 ;
let Lambda[180,24]:= 
223.70343 ;
let Lambda[181,6]:= 
232.40658 ;
let Lambda[181,7]:= 
207.89644 ;
let Lambda[181,8]:= 
177.55483 ;
let Lambda[181,9]:= 
196.62607 ;
let Lambda[181,10]:= 
173.91854 ;
let Lambda[181,11]:= 
149.22285 ;
let Lambda[181,12]:= 
153.84400 ;
let Lambda[181,13]:= 
150.02084 ;
let Lambda[181,14]:= 
162.92196 ;
let Lambda[181,15]:= 
193.51350 ;
let Lambda[181,16]:= 
196.60194 ;
let Lambda[181,17]:= 
233.41207 ;
let Lambda[181,18]:= 
239.23177 ;
let Lambda[181,19]:= 
258.69720 ;
let Lambda[181,20]:= 
269.98669 ;
let Lambda[181,21]:= 
296.58951 ;
let Lambda[181,22]:= 
393.79746 ;
let Lambda[181,23]:= 
346.49932 ;
let Lambda[181,24]:= 
312.89927 ;
let Lambda[181,1]:= 
6.59395 ;
let Lambda[181,2]:= 
6.59395 ;
let Lambda[181,3]:= 
7.11195 ;
let Lambda[181,4]:= 
6.49598 ;
let Lambda[181,5]:= 
5.92193 ;
let Lambda[182,4]:= 
226.85549 ;
let Lambda[182,5]:= 
185.33662 ;
let Lambda[182,6]:= 
158.66836 ;
let Lambda[182,7]:= 
148.12177 ;
let Lambda[182,8]:= 
150.52821 ;
let Lambda[182,9]:= 
125.42826 ;
let Lambda[182,10]:= 
138.45584 ;
let Lambda[182,11]:= 
120.73309 ;
let Lambda[182,12]:= 
158.56552 ;
let Lambda[182,13]:= 
176.35386 ;
let Lambda[182,14]:= 
186.57532 ;
let Lambda[182,15]:= 
185.86700 ;
let Lambda[182,16]:= 
209.46319 ;
let Lambda[182,17]:= 
206.23762 ;
let Lambda[182,18]:= 
248.43464 ;
let Lambda[182,19]:= 
246.67214 ;
let Lambda[182,20]:= 
304.78568 ;
let Lambda[182,21]:= 
294.18957 ;
let Lambda[182,22]:= 
236.70483 ;
let Lambda[182,23]:= 
293.75283 ;
let Lambda[182,24]:= 
279.89657 ;
let Lambda[182,1]:= 
107.60223 ;
let Lambda[182,2]:= 
98.28287 ;
let Lambda[182,3]:= 
89.59754 ;
let Lambda[183,16]:= 
22.57014 ;
let Lambda[183,17]:= 
21.36195 ;
let Lambda[183,18]:= 
18.12401 ;
let Lambda[183,19]:= 
17.45885 ;
let Lambda[183,20]:= 
14.89742 ;
let Lambda[183,21]:= 
14.46485 ;
let Lambda[183,22]:= 
15.80791 ;
let Lambda[183,23]:= 
16.08329 ;
let Lambda[183,24]:= 
16.79339 ;
let Lambda[183,1]:= 
17.81643 ;
let Lambda[183,2]:= 
18.49004 ;
let Lambda[183,3]:= 
21.48982 ;
let Lambda[183,4]:= 
21.79619 ;
let Lambda[183,5]:= 
23.32669 ;
let Lambda[183,6]:= 
24.85718 ;
let Lambda[183,7]:= 
27.30645 ;
let Lambda[183,8]:= 
34.10238 ;
let Lambda[183,9]:= 
30.61261 ;
let Lambda[183,10]:= 
27.36766 ;
let Lambda[183,11]:= 
28.83694 ;
let Lambda[183,12]:= 
28.83694 ;
let Lambda[183,13]:= 
31.10225 ;
let Lambda[183,14]:= 
28.40851 ;
let Lambda[183,15]:= 
25.89802 ;
let Lambda[184,6]:= 
179.48519 ;
let Lambda[184,7]:= 
171.03933 ;
let Lambda[184,8]:= 
139.77248 ;
let Lambda[184,9]:= 
130.48190 ;
let Lambda[184,10]:= 
138.97684 ;
let Lambda[184,11]:= 
115.90719 ;
let Lambda[184,12]:= 
120.81645 ;
let Lambda[184,13]:= 
112.26355 ;
let Lambda[184,14]:= 
121.90420 ;
let Lambda[184,15]:= 
162.89316 ;
let Lambda[184,16]:= 
162.79071 ;
let Lambda[184,17]:= 
183.74372 ;
let Lambda[184,18]:= 
199.27959 ;
let Lambda[184,19]:= 
201.42417 ;
let Lambda[184,20]:= 
218.84847 ;
let Lambda[184,21]:= 
214.98421 ;
let Lambda[184,22]:= 
274.26259 ;
let Lambda[184,23]:= 
277.29524 ;
let Lambda[184,24]:= 
236.31763 ;
let Lambda[184,1]:= 
2.44122 ;
let Lambda[184,2]:= 
2.44122 ;
let Lambda[184,3]:= 
2.63299 ;
let Lambda[184,4]:= 
2.40495 ;
let Lambda[184,5]:= 
2.19242 ;
let Lambda[185,1]:= 
115.16057 ;
let Lambda[185,2]:= 
92.16392 ;
let Lambda[185,3]:= 
88.58938 ;
let Lambda[185,4]:= 
74.89833 ;
let Lambda[185,5]:= 
71.79549 ;
let Lambda[185,6]:= 
61.63897 ;
let Lambda[185,7]:= 
62.74545 ;
let Lambda[185,8]:= 
77.04873 ;
let Lambda[185,9]:= 
74.51440 ;
let Lambda[185,10]:= 
98.33982 ;
let Lambda[185,11]:= 
85.35750 ;
let Lambda[185,12]:= 
105.67562 ;
let Lambda[185,13]:= 
98.43265 ;
let Lambda[185,14]:= 
115.87886 ;
let Lambda[185,15]:= 
129.71827 ;
let Lambda[185,16]:= 
139.75952 ;
let Lambda[185,17]:= 
177.96472 ;
let Lambda[185,18]:= 
149.00059 ;
let Lambda[185,19]:= 
138.69952 ;
let Lambda[185,20]:= 
136.01695 ;
let Lambda[185,21]:= 
143.25190 ;
let Lambda[185,22]:= 
146.70187 ;
let Lambda[185,23]:= 
148.25101 ;
let Lambda[185,24]:= 
141.64756 ;
let Lambda[186,24]:= 
197.38921 ;
let Lambda[186,1]:= 
95.28745 ;
let Lambda[186,2]:= 
84.80720 ;
let Lambda[186,3]:= 
84.17034 ;
let Lambda[186,4]:= 
78.13549 ;
let Lambda[186,5]:= 
66.38332 ;
let Lambda[186,6]:= 
70.51300 ;
let Lambda[186,7]:= 
72.41817 ;
let Lambda[186,8]:= 
77.81796 ;
let Lambda[186,9]:= 
92.42969 ;
let Lambda[186,10]:= 
95.92431 ;
let Lambda[186,11]:= 
111.48682 ;
let Lambda[186,12]:= 
113.07627 ;
let Lambda[186,13]:= 
121.01629 ;
let Lambda[186,14]:= 
128.95631 ;
let Lambda[186,15]:= 
141.66287 ;
let Lambda[186,16]:= 
176.91937 ;
let Lambda[186,17]:= 
158.81483 ;
let Lambda[186,18]:= 
141.98040 ;
let Lambda[186,19]:= 
149.60289 ;
let Lambda[186,20]:= 
149.60289 ;
let Lambda[186,21]:= 
161.35506 ;
let Lambda[186,22]:= 
147.38019 ;
let Lambda[186,23]:= 
134.35610 ;
let Lambda[187,17]:= 
186.83259 ;
let Lambda[187,18]:= 
161.57258 ;
let Lambda[187,19]:= 
128.87909 ;
let Lambda[187,20]:= 
122.52553 ;
let Lambda[187,21]:= 
112.49079 ;
let Lambda[187,22]:= 
105.12846 ;
let Lambda[187,23]:= 
117.30827 ;
let Lambda[187,24]:= 
125.11156 ;
let Lambda[187,1]:= 
89.62691 ;
let Lambda[187,2]:= 
106.45599 ;
let Lambda[187,3]:= 
110.48092 ;
let Lambda[187,4]:= 
128.40506 ;
let Lambda[187,5]:= 
130.23570 ;
let Lambda[187,6]:= 
139.38063 ;
let Lambda[187,7]:= 
148.52556 ;
let Lambda[187,8]:= 
163.16035 ;
let Lambda[187,9]:= 
203.76706 ;
let Lambda[187,10]:= 
182.91513 ;
let Lambda[187,11]:= 
163.52606 ;
let Lambda[187,12]:= 
172.30528 ;
let Lambda[187,13]:= 
172.30528 ;
let Lambda[187,14]:= 
185.84084 ;
let Lambda[187,15]:= 
169.74528 ;
let Lambda[187,16]:= 
154.74477 ;
let Lambda[188,4]:= 
59.11230 ;
let Lambda[188,5]:= 
54.08886 ;
let Lambda[188,6]:= 
53.05209 ;
let Lambda[188,7]:= 
47.29082 ;
let Lambda[188,8]:= 
44.80532 ;
let Lambda[188,9]:= 
34.99020 ;
let Lambda[188,10]:= 
42.88491 ;
let Lambda[188,11]:= 
46.14093 ;
let Lambda[188,12]:= 
48.67989 ;
let Lambda[188,13]:= 
51.39594 ;
let Lambda[188,14]:= 
56.11721 ;
let Lambda[188,15]:= 
58.76395 ;
let Lambda[188,16]:= 
70.08116 ;
let Lambda[188,17]:= 
63.08591 ;
let Lambda[188,18]:= 
74.69451 ;
let Lambda[188,19]:= 
84.51607 ;
let Lambda[188,20]:= 
102.47583 ;
let Lambda[188,21]:= 
89.22958 ;
let Lambda[188,22]:= 
79.77120 ;
let Lambda[188,23]:= 
84.92042 ;
let Lambda[188,24]:= 
83.18735 ;
let Lambda[188,1]:= 
27.10357 ;
let Lambda[188,2]:= 
24.75615 ;
let Lambda[188,3]:= 
22.56843 ;
let Lambda[189,6]:= 
51.14267 ;
let Lambda[189,7]:= 
41.30739 ;
let Lambda[189,8]:= 
36.02146 ;
let Lambda[189,9]:= 
34.64526 ;
let Lambda[189,10]:= 
34.55625 ;
let Lambda[189,11]:= 
30.52145 ;
let Lambda[189,12]:= 
33.65523 ;
let Lambda[189,13]:= 
33.61323 ;
let Lambda[189,14]:= 
32.71206 ;
